Location,Property_Type,Bedrooms,Bathrooms,House_Size_sqm,Lot_Size_sqm,Year_Built,Furnishing,Water_Supply,Power_Supply,Annual_Rent_NGN
Bodija,Mini Flat,1,2,52,748,2013,Unfurnished,Public,Stable,763000
Ajibode,2 Bedroom Flat,2,2,74,810,1998,Semi-Furnished,Borehole,Moderate,789000
Ajibode,Room,1,1,18,555,1992,Semi-Furnished,Borehole,Moderate,210000
Ajibode,Duplex,4,4,261,200,2006,Semi-Furnished,Public,Moderate,2322000
Akobo,Room,1,1,20,416,2019,Fully Furnished,Borehole,Moderate,314000
Akobo,2 Bedroom Flat,2,2,71,610,2016,Unfurnished,Borehole,Moderate,1210000
Bodija,2 Bedroom Flat,2,2,84,388,2013,Unfurnished,Public,Stable,1032000
Mokola,Mini Flat,1,2,64,583,1996,Semi-Furnished,Well,Poor,551000
Mokola,Mini Flat,1,2,64,891,1998,Unfurnished,Well,Moderate,533000
Akobo,Self Contained,1,1,29,806,2005,Fully Furnished,Well,Moderate,580000
Ajibode,Self Contained,1,1,39,695,2000,Unfurnished,Borehole,Stable,316000
Oluyole,Room,1,1,26,538,1998,Semi-Furnished,Borehole,Poor,296000
Agbowo,Self Contained,1,1,36,460,1990,Unfurnished,Borehole,Poor,279000
Akobo,2 Bedroom Flat,2,2,90,686,2009,Unfurnished,Borehole,Moderate,886000
Akobo,Self Contained,1,1,33,554,1997,Unfurnished,Borehole,Poor,424000
Agbowo,Room,1,1,18,560,1996,Unfurnished,Well,Stable,150000
Ring Road,Mini Flat,1,2,50,270,2009,Fully Furnished,Borehole,Moderate,606000
Ajibode,Room,1,1,20,421,1994,Semi-Furnished,Borehole,Moderate,255000
Oluyole,3 Bedroom Flat,3,3,131,685,2001,Unfurnished,Borehole,Moderate,1338000
Ajibode,Room,1,1,28,351,2010,Semi-Furnished,Well,Poor,251000
Apata,Mini Flat,1,2,48,597,2009,Unfurnished,Well,Moderate,380000
Ajibode,Mini Flat,1,2,46,624,1994,Semi-Furnished,Borehole,Moderate,682000
Ajibode,2 Bedroom Flat,2,2,73,634,2012,Unfurnished,Borehole,Moderate,688000
Agbowo,Mini Flat,1,2,52,650,1996,Fully Furnished,Borehole,Poor,647000
Agbowo,2 Bedroom Flat,2,2,93,662,1990,Unfurnished,Borehole,Moderate,772000
Ajibode,Room,1,1,24,437,2014,Unfurnished,Borehole,Stable,162000
Akobo,Mini Flat,1,2,53,285,2008,Unfurnished,Borehole,Moderate,791000
Bodija,Self Contained,1,1,28,392,1991,Fully Furnished,Well,Moderate,571000
Ajibode,Self Contained,1,1,30,681,2001,Unfurnished,Well,Moderate,252000
Agbowo,Room,1,1,21,333,2014,Unfurnished,Public,Moderate,209000
Mokola,Room,1,1,19,362,2021,Unfurnished,Well,Stable,145000
Oluyole,Room,1,1,27,361,2007,Fully Furnished,Well,Moderate,295000
Oluyole,Mini Flat,1,2,50,217,2020,Unfurnished,Borehole,Poor,674000
Oluyole,Room,1,1,18,343,1998,Unfurnished,Borehole,Moderate,279000
Agbowo,Mini Flat,1,2,59,730,2010,Unfurnished,Borehole,Stable,521000
Ajibode,Room,1,1,26,420,1996,Semi-Furnished,Borehole,Moderate,219000
Agbowo,Self Contained,1,1,31,235,2002,Fully Furnished,Well,Poor,386000
Mokola,Mini Flat,1,2,56,457,2009,Unfurnished,Well,Moderate,483000
Ologuneru,Self Contained,1,1,39,641,2002,Unfurnished,Borehole,Moderate,225000
Bodija,2 Bedroom Flat,2,2,88,220,2017,Unfurnished,Well,Stable,1084000
Ajibode,3 Bedroom Flat,3,3,121,721,2014,Unfurnished,Borehole,Poor,908000
Ajibode,Room,1,1,26,290,2015,Fully Furnished,Public,Moderate,302000
Agbowo,Room,1,1,24,478,2022,Fully Furnished,Borehole,Poor,289000
Akobo,Room,1,1,22,476,2016,Unfurnished,Well,Poor,232000
Ajibode,Room,1,1,28,448,2004,Unfurnished,Well,Stable,197000
Apata,Room,1,1,28,538,1992,Fully Furnished,Well,Stable,177000
Agbowo,3 Bedroom Flat,3,3,114,690,2018,Fully Furnished,Well,Poor,1363000
Ring Road,3 Bedroom Flat,3,3,144,542,2020,Unfurnished,Borehole,Stable,997000
Challenge,Self Contained,1,1,26,440,2007,Semi-Furnished,Borehole,Stable,324000
Challenge,Mini Flat,1,2,48,632,2013,Unfurnished,Borehole,Stable,461000
Akobo,Mini Flat,1,2,62,587,1997,Semi-Furnished,Borehole,Moderate,809000
Akobo,Room,1,1,25,429,2018,Unfurnished,Borehole,Poor,268000
Akobo,Mini Flat,1,2,63,557,1998,Unfurnished,Borehole,Stable,607000
Akobo,Self Contained,1,1,29,414,2019,Fully Furnished,Borehole,Moderate,603000
Bodija,Room,1,1,26,394,2004,Unfurnished,Well,Moderate,300000
Ologuneru,Room,1,1,29,695,2001,Unfurnished,Borehole,Moderate,172000
Oluyole,Self Contained,1,1,27,630,2016,Unfurnished,Borehole,Moderate,402000
Challenge,3 Bedroom Flat,3,3,147,688,2020,Semi-Furnished,Public,Poor,1054000
Ring Road,Room,1,1,29,664,2002,Unfurnished,Borehole,Stable,210000
Ajibode,Self Contained,1,1,35,390,2004,Semi-Furnished,Borehole,Poor,355000
Ajibode,Room,1,1,27,730,1994,Fully Furnished,Borehole,Moderate,254000
Bodija,Room,1,1,19,496,2014,Semi-Furnished,Well,Moderate,332000
Bodija,2 Bedroom Flat,2,2,94,717,2001,Unfurnished,Well,Stable,1220000
Mokola,Mini Flat,1,2,47,527,1998,Fully Furnished,Borehole,Stable,573000
Bodija,Room,1,1,22,606,2015,Fully Furnished,Borehole,Stable,357000
Akobo,Room,1,1,20,611,1998,Fully Furnished,Borehole,Stable,383000
Bodija,2 Bedroom Flat,2,2,80,696,1994,Unfurnished,Borehole,Poor,847000
Ajibode,2 Bedroom Flat,2,2,77,255,1996,Unfurnished,Public,Moderate,809000
Akobo,Self Contained,1,1,32,266,2020,Unfurnished,Borehole,Poor,408000
Mokola,Mini Flat,1,2,63,670,1996,Unfurnished,Borehole,Poor,452000
Ajibode,Mini Flat,1,2,55,614,1994,Unfurnished,Borehole,Moderate,544000
Akobo,Self Contained,1,1,35,410,2006,Unfurnished,Borehole,Poor,384000
Akobo,Self Contained,1,1,36,615,2000,Unfurnished,Well,Moderate,437000
Ajibode,Room,1,1,18,296,2016,Semi-Furnished,Public,Stable,234000
Ajibode,Room,1,1,20,1137,1990,Unfurnished,Well,Moderate,155000
Ologuneru,Room,1,1,19,786,1990,Semi-Furnished,Borehole,Moderate,230000
Agbowo,Self Contained,1,1,30,662,2003,Semi-Furnished,Borehole,Moderate,350000
Agbowo,Self Contained,1,1,30,563,2017,Unfurnished,Public,Moderate,321000
Ajibode,Room,1,1,29,438,1990,Unfurnished,Borehole,Poor,191000
Oluyole,Self Contained,1,1,34,314,1997,Semi-Furnished,Well,Moderate,368000
Akobo,Room,1,1,21,529,2015,Unfurnished,Well,Stable,253000
Akobo,Room,1,1,19,395,2018,Unfurnished,Borehole,Stable,284000
Ajibode,Mini Flat,1,2,58,405,1993,Unfurnished,Public,Poor,442000
Ring Road,2 Bedroom Flat,2,2,88,294,1991,Semi-Furnished,Borehole,Moderate,858000
Agbowo,2 Bedroom Flat,2,2,96,594,2019,Fully Furnished,Borehole,Poor,1180000
Agbowo,Room,1,1,24,482,2009,Semi-Furnished,Borehole,Stable,185000
Bodija,2 Bedroom Flat,2,2,83,646,2019,Unfurnished,Borehole,Poor,738000
Agbowo,Room,1,1,29,632,2007,Unfurnished,Well,Stable,211000
Mokola,Room,1,1,28,591,2019,Semi-Furnished,Well,Poor,228000
Apata,Self Contained,1,1,36,1028,1990,Unfurnished,Borehole,Moderate,213000
Agbowo,Room,1,1,26,698,1992,Unfurnished,Borehole,Poor,237000
Mokola,Room,1,1,23,323,2012,Fully Furnished,Borehole,Moderate,245000
Challenge,Room,1,1,22,632,2011,Semi-Furnished,Borehole,Stable,173000
Apata,Room,1,1,22,540,2004,Fully Furnished,Borehole,Stable,189000
Agbowo,Mini Flat,1,2,61,308,2005,Fully Furnished,Borehole,Moderate,599000
Akobo,Room,1,1,18,294,2016,Semi-Furnished,Well,Poor,290000
Agbowo,Room,1,1,27,631,2021,Semi-Furnished,Well,Moderate,199000
Mokola,Room,1,1,28,675,2023,Unfurnished,Well,Moderate,160000
Ajibode,3 Bedroom Flat,3,3,140,361,2001,Unfurnished,Well,Moderate,1050000
Akobo,Mini Flat,1,2,45,724,2007,Unfurnished,Public,Poor,651000
Agbowo,Self Contained,1,1,31,601,2007,Semi-Furnished,Borehole,Poor,361000
Agbowo,Mini Flat,1,2,61,765,1993,Unfurnished,Well,Moderate,458000
Akobo,Self Contained,1,1,25,746,2023,Fully Furnished,Well,Poor,447000
Mokola,Room,1,1,27,521,2008,Semi-Furnished,Well,Stable,208000
Akobo,Room,1,1,26,844,2020,Fully Furnished,Well,Poor,390000
Mokola,2 Bedroom Flat,2,2,78,347,2020,Unfurnished,Borehole,Stable,590000
Agbowo,2 Bedroom Flat,2,2,97,980,2009,Semi-Furnished,Borehole,Poor,776000
Bodija,Duplex,4,4,255,391,2009,Unfurnished,Public,Poor,3106000
Bodija,Mini Flat,1,2,51,541,2021,Unfurnished,Borehole,Poor,603000
Ajibode,Self Contained,1,1,39,447,2009,Unfurnished,Borehole,Moderate,282000
Bodija,Self Contained,1,1,27,482,2005,Unfurnished,Borehole,Poor,465000
Oluyole,Self Contained,1,1,31,1076,2008,Unfurnished,Borehole,Moderate,370000
Akobo,Self Contained,1,1,36,466,2020,Fully Furnished,Borehole,Stable,592000
Oluyole,Room,1,1,18,703,2002,Unfurnished,Borehole,Poor,271000
Akobo,Room,1,1,29,507,2009,Unfurnished,Well,Moderate,272000
Ajibode,Mini Flat,1,2,57,718,2001,Fully Furnished,Borehole,Poor,654000
Ajibode,Self Contained,1,1,30,452,2015,Unfurnished,Borehole,Stable,300000
Akobo,2 Bedroom Flat,2,2,75,596,1999,Unfurnished,Borehole,Stable,848000
Agbowo,Self Contained,1,1,38,663,2001,Fully Furnished,Borehole,Stable,405000
Ajibode,Room,1,1,22,420,2013,Unfurnished,Borehole,Moderate,221000
Agbowo,Mini Flat,1,2,49,1046,1998,Unfurnished,Borehole,Moderate,498000
Bodija,Self Contained,1,1,37,672,1994,Unfurnished,Borehole,Moderate,536000
Agbowo,2 Bedroom Flat,2,2,84,509,2020,Fully Furnished,Well,Moderate,810000
Oluyole,Room,1,1,26,424,2023,Fully Furnished,Borehole,Moderate,319000
Akobo,Mini Flat,1,2,59,566,2000,Unfurnished,Well,Poor,646000
Agbowo,Room,1,1,18,331,1998,Unfurnished,Public,Moderate,197000
Challenge,2 Bedroom Flat,2,2,74,870,2011,Semi-Furnished,Borehole,Moderate,713000
Akobo,Self Contained,1,1,38,627,2017,Unfurnished,Well,Moderate,373000
Akobo,Self Contained,1,1,30,534,2005,Semi-Furnished,Public,Poor,371000
Bodija,Room,1,1,20,738,1999,Unfurnished,Well,Moderate,270000
Ajibode,Self Contained,1,1,28,420,2023,Unfurnished,Borehole,Moderate,374000
Oluyole,Self Contained,1,1,34,341,2004,Semi-Furnished,Well,Moderate,473000
Agbowo,Room,1,1,24,526,2007,Unfurnished,Well,Poor,181000
Apata,Self Contained,1,1,27,572,2020,Fully Furnished,Borehole,Moderate,399000
Mokola,2 Bedroom Flat,2,2,72,645,1994,Unfurnished,Borehole,Moderate,622000
Akobo,Room,1,1,23,284,2022,Unfurnished,Well,Moderate,272000
Agbowo,Mini Flat,1,2,50,467,2018,Unfurnished,Borehole,Moderate,561000
Ajibode,Room,1,1,27,200,1992,Unfurnished,Well,Moderate,172000
Agbowo,Mini Flat,1,2,49,337,2012,Semi-Furnished,Well,Poor,470000
Bodija,2 Bedroom Flat,2,2,79,678,1999,Unfurnished,Borehole,Poor,895000
Agbowo,Self Contained,1,1,36,722,2021,Unfurnished,Borehole,Stable,338000
Bodija,Room,1,1,25,344,2016,Semi-Furnished,Public,Poor,391000
Ajibode,Self Contained,1,1,38,491,2013,Unfurnished,Borehole,Stable,327000
Ologuneru,Self Contained,1,1,32,554,2009,Unfurnished,Public,Moderate,255000
Ajibode,2 Bedroom Flat,2,2,70,744,1992,Unfurnished,Public,Poor,666000
Apata,Mini Flat,1,2,45,825,1994,Semi-Furnished,Borehole,Poor,482000
Ring Road,Room,1,1,26,577,1992,Fully Furnished,Borehole,Stable,267000
Bodija,Self Contained,1,1,28,503,1995,Fully Furnished,Borehole,Stable,538000
Oluyole,Self Contained,1,1,30,290,2004,Semi-Furnished,Borehole,Stable,406000
Agbowo,Room,1,1,22,569,1995,Unfurnished,Borehole,Moderate,233000
Akobo,Self Contained,1,1,29,923,2012,Unfurnished,Borehole,Moderate,417000
Agbowo,Mini Flat,1,2,47,782,2019,Unfurnished,Public,Poor,598000
Agbowo,Self Contained,1,1,33,581,2010,Unfurnished,Borehole,Moderate,255000
Akobo,Self Contained,1,1,37,604,2011,Unfurnished,Well,Moderate,412000
Bodija,2 Bedroom Flat,2,2,71,426,1991,Unfurnished,Borehole,Moderate,1300000
Akobo,Room,1,1,29,485,2003,Unfurnished,Well,Moderate,237000
Agbowo,Room,1,1,23,576,2007,Unfurnished,Borehole,Moderate,187000
Agbowo,Room,1,1,22,577,2004,Unfurnished,Well,Moderate,232000
Ajibode,Mini Flat,1,2,45,731,1991,Unfurnished,Well,Moderate,515000
Ajibode,Self Contained,1,1,33,723,2009,Unfurnished,Borehole,Stable,323000
Agbowo,Self Contained,1,1,25,643,1999,Semi-Furnished,Well,Poor,336000
Ajibode,Self Contained,1,1,38,370,1994,Semi-Furnished,Borehole,Poor,431000
Ajibode,Room,1,1,29,376,2021,Fully Furnished,Borehole,Moderate,267000
Mokola,Mini Flat,1,2,63,390,1991,Semi-Furnished,Well,Poor,389000
Ajibode,Duplex,4,4,210,592,1994,Unfurnished,Borehole,Poor,2172000
Akobo,Mini Flat,1,2,56,200,2010,Semi-Furnished,Borehole,Moderate,661000
Agbowo,Room,1,1,29,548,2007,Fully Furnished,Borehole,Moderate,270000
Ring Road,Room,1,1,21,803,1993,Fully Furnished,Well,Moderate,295000
Bodija,Mini Flat,1,2,47,670,2021,Semi-Furnished,Well,Moderate,845000
Agbowo,3 Bedroom Flat,3,3,123,486,1993,Semi-Furnished,Borehole,Moderate,1090000
Bodija,Room,1,1,29,424,2006,Unfurnished,Public,Moderate,321000
Agbowo,2 Bedroom Flat,2,2,73,695,2022,Semi-Furnished,Borehole,Stable,784000
Akobo,Room,1,1,21,605,2011,Unfurnished,Public,Stable,286000
Ajibode,Self Contained,1,1,36,505,2007,Fully Furnished,Public,Poor,504000
Ologuneru,Self Contained,1,1,32,443,2016,Unfurnished,Borehole,Moderate,202000
Agbowo,Room,1,1,29,563,2004,Unfurnished,Borehole,Moderate,178000
Agbowo,Room,1,1,21,495,2014,Fully Furnished,Borehole,Moderate,321000
Oluyole,Self Contained,1,1,32,691,1999,Semi-Furnished,Borehole,Stable,361000
Agbowo,Mini Flat,1,2,55,773,2005,Fully Furnished,Well,Moderate,748000
Mokola,Self Contained,1,1,33,303,1993,Unfurnished,Borehole,Poor,350000
Bodija,Mini Flat,1,2,57,329,2020,Semi-Furnished,Borehole,Poor,902000
Oluyole,Mini Flat,1,2,57,792,2021,Unfurnished,Well,Poor,748000
Ajibode,Mini Flat,1,2,58,579,2013,Fully Furnished,Public,Stable,745000
Mokola,Mini Flat,1,2,49,346,2007,Unfurnished,Borehole,Moderate,534000
Oluyole,Self Contained,1,1,32,726,2021,Unfurnished,Borehole,Moderate,342000
Ajibode,Mini Flat,1,2,56,611,2017,Unfurnished,Well,Moderate,585000
Ajibode,Room,1,1,20,946,2000,Fully Furnished,Borehole,Moderate,281000
Agbowo,Room,1,1,22,507,1997,Unfurnished,Well,Stable,232000
Ologuneru,2 Bedroom Flat,2,2,75,749,1990,Unfurnished,Borehole,Moderate,729000
Agbowo,2 Bedroom Flat,2,2,95,289,1991,Semi-Furnished,Well,Moderate,881000
Bodija,Room,1,1,22,801,2010,Semi-Furnished,Well,Moderate,322000
Ajibode,Room,1,1,24,719,2008,Unfurnished,Public,Poor,233000
Agbowo,Room,1,1,18,838,2019,Unfurnished,Borehole,Poor,213000
Akobo,Self Contained,1,1,35,749,2014,Semi-Furnished,Borehole,Stable,556000
Apata,Self Contained,1,1,32,532,1998,Semi-Furnished,Borehole,Stable,353000
Bodija,Mini Flat,1,2,58,339,2017,Unfurnished,Well,Moderate,675000
Mokola,Self Contained,1,1,29,441,2021,Unfurnished,Borehole,Poor,278000
Bodija,Self Contained,1,1,37,232,2000,Semi-Furnished,Well,Stable,510000
Ajibode,Self Contained,1,1,25,384,2010,Unfurnished,Well,Poor,304000
Agbowo,Room,1,1,22,626,2013,Unfurnished,Borehole,Moderate,198000
Akobo,Room,1,1,28,541,1990,Unfurnished,Borehole,Poor,243000
Apata,2 Bedroom Flat,2,2,88,509,2005,Unfurnished,Well,Poor,679000
Mokola,Room,1,1,27,407,2013,Unfurnished,Borehole,Moderate,172000
Agbowo,Room,1,1,20,230,1999,Fully Furnished,Borehole,Moderate,371000
Agbowo,2 Bedroom Flat,2,2,96,582,2021,Semi-Furnished,Public,Stable,885000
Ajibode,Self Contained,1,1,26,618,2017,Unfurnished,Public,Poor,299000
Apata,Duplex,4,4,268,371,2022,Fully Furnished,Borehole,Stable,1938000
Mokola,Self Contained,1,1,37,453,2011,Fully Furnished,Borehole,Moderate,340000
Challenge,Mini Flat,1,2,50,827,1990,Unfurnished,Public,Poor,418000
Agbowo,Self Contained,1,1,33,758,2001,Unfurnished,Borehole,Moderate,237000
Bodija,Room,1,1,27,282,2014,Unfurnished,Borehole,Moderate,326000
Bodija,Self Contained,1,1,32,534,2017,Semi-Furnished,Public,Poor,568000
Agbowo,Self Contained,1,1,27,811,2006,Semi-Furnished,Well,Stable,345000
Bodija,Room,1,1,19,511,2005,Unfurnished,Well,Moderate,239000
Ajibode,Mini Flat,1,2,55,501,2021,Semi-Furnished,Well,Stable,546000
Ajibode,Room,1,1,20,746,1993,Unfurnished,Public,Stable,182000
Ring Road,Room,1,1,28,727,2000,Fully Furnished,Borehole,Moderate,261000
Challenge,Mini Flat,1,2,50,718,2009,Unfurnished,Well,Moderate,387000
Agbowo,Room,1,1,25,502,2015,Unfurnished,Borehole,Moderate,250000
Bodija,Room,1,1,18,669,1996,Unfurnished,Borehole,Poor,280000
Agbowo,Room,1,1,20,819,2020,Unfurnished,Well,Poor,206000
Challenge,Self Contained,1,1,38,541,1996,Unfurnished,Borehole,Moderate,261000
Challenge,Room,1,1,19,477,1993,Fully Furnished,Borehole,Stable,257000
Challenge,Room,1,1,24,771,1997,Semi-Furnished,Well,Moderate,198000
Oluyole,Room,1,1,20,918,2003,Unfurnished,Well,Stable,263000
Ajibode,Self Contained,1,1,31,930,2011,Semi-Furnished,Borehole,Moderate,326000
Agbowo,Room,1,1,19,482,2012,Semi-Furnished,Public,Poor,220000
Bodija,Room,1,1,20,500,2014,Semi-Furnished,Borehole,Moderate,398000
Agbowo,Mini Flat,1,2,47,364,2015,Unfurnished,Well,Stable,582000
Challenge,Self Contained,1,1,25,571,2013,Semi-Furnished,Well,Poor,267000
Agbowo,Room,1,1,22,356,2007,Unfurnished,Borehole,Poor,244000
Ajibode,2 Bedroom Flat,2,2,96,455,2010,Unfurnished,Borehole,Moderate,706000
Agbowo,Room,1,1,20,676,1994,Unfurnished,Borehole,Poor,211000
Ologuneru,Mini Flat,1,2,48,620,2004,Unfurnished,Well,Moderate,467000
Agbowo,Room,1,1,23,224,2020,Unfurnished,Public,Moderate,226000
Akobo,Self Contained,1,1,26,832,2015,Unfurnished,Borehole,Poor,333000
Agbowo,3 Bedroom Flat,3,3,145,354,1993,Fully Furnished,Well,Stable,1246000
Ajibode,Room,1,1,19,377,1993,Unfurnished,Borehole,Moderate,185000
Bodija,2 Bedroom Flat,2,2,74,326,2008,Unfurnished,Public,Poor,652000
Oluyole,Room,1,1,19,430,2015,Unfurnished,Well,Moderate,199000
Bodija,Self Contained,1,1,35,388,2022,Unfurnished,Well,Moderate,449000
Ring Road,Room,1,1,24,392,1993,Fully Furnished,Borehole,Moderate,289000
Agbowo,2 Bedroom Flat,2,2,79,200,2013,Semi-Furnished,Borehole,Moderate,844000
Ajibode,2 Bedroom Flat,2,2,73,573,2020,Unfurnished,Well,Moderate,841000
Apata,Mini Flat,1,2,52,591,2023,Fully Furnished,Well,Moderate,559000
Agbowo,Self Contained,1,1,33,953,2023,Semi-Furnished,Borehole,Stable,404000
Akobo,3 Bedroom Flat,3,3,128,637,1991,Semi-Furnished,Borehole,Poor,1396000
Challenge,Room,1,1,23,460,1997,Unfurnished,Borehole,Stable,122000
Agbowo,Mini Flat,1,2,60,333,2010,Semi-Furnished,Well,Moderate,551000
Oluyole,2 Bedroom Flat,2,2,76,532,2001,Semi-Furnished,Borehole,Moderate,954000
Ajibode,Self Contained,1,1,27,630,1990,Semi-Furnished,Borehole,Moderate,337000
Agbowo,Room,1,1,28,459,2005,Fully Furnished,Well,Moderate,266000
Ajibode,Mini Flat,1,2,58,560,1995,Fully Furnished,Borehole,Stable,693000
Mokola,Self Contained,1,1,34,891,2022,Unfurnished,Borehole,Moderate,279000
Agbowo,2 Bedroom Flat,2,2,72,480,2002,Fully Furnished,Borehole,Stable,1203000
Oluyole,3 Bedroom Flat,3,3,153,210,1998,Unfurnished,Borehole,Stable,1172000
Apata,Room,1,1,26,707,2017,Semi-Furnished,Borehole,Stable,196000
Bodija,Mini Flat,1,2,55,606,2023,Unfurnished,Borehole,Moderate,697000
Bodija,Mini Flat,1,2,61,242,2021,Unfurnished,Well,Stable,693000
Bodija,Mini Flat,1,2,61,626,1990,Unfurnished,Public,Moderate,697000
Agbowo,Room,1,1,26,370,2014,Unfurnished,Well,Stable,156000
Bodija,Mini Flat,1,2,51,629,1999,Unfurnished,Well,Moderate,836000
Akobo,Room,1,1,20,893,1991,Unfurnished,Well,Poor,278000
Ologuneru,2 Bedroom Flat,2,2,88,518,1993,Unfurnished,Public,Poor,719000
Apata,Mini Flat,1,2,51,744,2014,Semi-Furnished,Borehole,Moderate,434000
Mokola,Room,1,1,20,328,2005,Semi-Furnished,Borehole,Moderate,194000
Ring Road,Self Contained,1,1,27,276,1994,Unfurnished,Borehole,Moderate,344000
Bodija,Mini Flat,1,2,47,913,2012,Semi-Furnished,Borehole,Moderate,808000
Akobo,Self Contained,1,1,39,605,2009,Fully Furnished,Borehole,Moderate,660000
Ring Road,Self Contained,1,1,25,664,1992,Unfurnished,Borehole,Moderate,313000
Agbowo,Room,1,1,29,757,1990,Unfurnished,Well,Poor,220000
Ologuneru,Self Contained,1,1,27,454,2014,Unfurnished,Borehole,Stable,293000
Agbowo,Self Contained,1,1,31,698,2005,Semi-Furnished,Borehole,Moderate,338000
Akobo,Room,1,1,21,671,1994,Unfurnished,Well,Poor,232000
Oluyole,Room,1,1,29,316,1995,Semi-Furnished,Well,Stable,289000
Apata,Mini Flat,1,2,62,822,2001,Unfurnished,Well,Moderate,341000
Agbowo,Self Contained,1,1,36,785,2012,Unfurnished,Borehole,Moderate,322000
Challenge,Self Contained,1,1,32,318,1994,Semi-Furnished,Borehole,Poor,229000
Bodija,Room,1,1,20,586,1991,Unfurnished,Public,Moderate,277000
Agbowo,Room,1,1,26,508,1992,Fully Furnished,Well,Moderate,295000
Challenge,Mini Flat,1,2,58,805,1996,Unfurnished,Well,Stable,412000
Bodija,Room,1,1,22,296,2015,Fully Furnished,Public,Stable,376000
Oluyole,3 Bedroom Flat,3,3,154,1198,2001,Semi-Furnished,Well,Poor,1557000
Agbowo,Room,1,1,27,518,1990,Unfurnished,Borehole,Stable,223000
Bodija,Room,1,1,27,682,1990,Unfurnished,Well,Moderate,314000
Akobo,Self Contained,1,1,33,799,2022,Fully Furnished,Borehole,Stable,544000
Agbowo,3 Bedroom Flat,3,3,116,514,1998,Unfurnished,Borehole,Moderate,1178000
Ajibode,3 Bedroom Flat,3,3,154,529,1990,Unfurnished,Borehole,Moderate,1026000
Ologuneru,Self Contained,1,1,31,459,2004,Unfurnished,Borehole,Moderate,238000
Bodija,Room,1,1,26,390,2014,Semi-Furnished,Public,Stable,274000
Oluyole,Self Contained,1,1,31,598,1999,Unfurnished,Borehole,Poor,416000
Agbowo,Room,1,1,25,525,2020,Unfurnished,Borehole,Stable,210000
Agbowo,3 Bedroom Flat,3,3,158,458,2009,Unfurnished,Well,Poor,975000
Agbowo,Duplex,4,4,205,468,1994,Unfurnished,Borehole,Moderate,2138000
Agbowo,Mini Flat,1,2,54,653,2017,Unfurnished,Borehole,Moderate,584000
Bodija,Mini Flat,1,2,64,406,2023,Semi-Furnished,Borehole,Moderate,867000
Bodija,Mini Flat,1,2,54,505,2005,Unfurnished,Well,Poor,1023000
Bodija,Mini Flat,1,2,59,711,2004,Unfurnished,Well,Moderate,795000
Ajibode,3 Bedroom Flat,3,3,138,594,2015,Unfurnished,Public,Stable,1003000
Bodija,Mini Flat,1,2,60,361,2019,Fully Furnished,Well,Poor,949000
Ajibode,Self Contained,1,1,38,545,1991,Fully Furnished,Borehole,Poor,414000
Ajibode,Room,1,1,25,628,1992,Semi-Furnished,Well,Poor,208000
Apata,Mini Flat,1,2,53,728,2008,Semi-Furnished,Borehole,Poor,629000
Akobo,3 Bedroom Flat,3,3,125,414,2013,Unfurnished,Borehole,Stable,1410000
Akobo,Room,1,1,25,449,1992,Fully Furnished,Borehole,Poor,309000
Agbowo,Duplex,4,4,281,424,1994,Unfurnished,Well,Moderate,1897000
Ring Road,Room,1,1,29,433,2021,Unfurnished,Borehole,Stable,187000
Akobo,Self Contained,1,1,34,622,2020,Unfurnished,Borehole,Moderate,424000
Challenge,2 Bedroom Flat,2,2,95,657,2001,Unfurnished,Well,Poor,460000
Agbowo,3 Bedroom Flat,3,3,126,739,2020,Semi-Furnished,Public,Moderate,1244000
Ologuneru,Room,1,1,28,533,2022,Fully Furnished,Well,Stable,222000
Mokola,Self Contained,1,1,32,297,1996,Semi-Furnished,Borehole,Moderate,285000
Mokola,Room,1,1,28,670,2015,Unfurnished,Borehole,Moderate,146000
Ajibode,Room,1,1,19,578,2015,Semi-Furnished,Borehole,Poor,233000
Agbowo,2 Bedroom Flat,2,2,82,560,2009,Fully Furnished,Borehole,Poor,812000
Agbowo,Self Contained,1,1,30,318,2023,Semi-Furnished,Borehole,Poor,407000
Agbowo,Mini Flat,1,2,63,514,2022,Semi-Furnished,Well,Moderate,641000
Mokola,Room,1,1,29,335,2008,Unfurnished,Borehole,Moderate,157000
Ajibode,Room,1,1,24,636,2006,Unfurnished,Well,Stable,168000
